nombre,num_vars,num_constraints,num_frac_vars,frac_var_ratio,lp_obj_value,primal_bound,dual_bound,gap,feasible_leaves,lp_iterations,lp_solving_time,lp_iterations_per_var,nsols,obj_mean,obj_std,obj_pos_ratio,obj_neg_ratio,obj_nonzero_ratio,farkas_mean,farkas_std,farkas_min,activity_mean,n_constraints_static,n_variables_static,pct_unary_constraints,pct_binary_constraints,pct_ternary_constraints,pct_quaternary_or_more,pct_terms_in_obj,pct_terms_in_constraints,pct_positive_terms_in_constraints,pct_positive_terms_in_obj,lbd_avg,trailpop_per_conflict,decisions_per_total_conflict,propagations_per_total_conflict,prop_per_decisions,decisions_per_conflict,propagations_per_conflict,total_conflicts_per_conflict,learned_clauses_per_conflict,restarts_per_conflict,learned_clause_length_avg,time_taken
normalized-g2x2.opb,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0010379999999999999,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.25,0.75,1.0,1.0,89478500.0,12.6667,6.0,8.66667,1.44444,6.0,8.66667,1.0,0.666667,1.0,3.0,0.000259
normalized-BA_RDC4.dot_unif_10null0mast_rapportOE1.0_TMAX120_K67_cod2.opb,33776.0,33845.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.252995,0.0,0.0,-5.341280504189364,59.33019127805054,0.0,0.010699367320516892,0.010699367320516892,0.0,0.0,0.0,0.0,41436.0,40937.0,2.41336e-05,0.0940245,0.618013,0.287938,0.00195836,0.998042,0.598238,0.0,54675900.0,52014.8,61.3029,-11.7912,-0.192343,84843.2,-16319.0,1384.0,639.8,8.70711,965.438,4.84785
normalized-clique-coloring-max-clique-n=11-t=8.opb,275.0,6763.0,275.0,1.0,3.0,3.0,0.0,1e+20,0.0,3308.0,5.004785,12.02909090909091,16.0,0.04,0.19595917942265428,0.04,0.0,0.04,0.0,0.0,0.0,2.608981212769207,6523.0,275.0,0.0,0.0,0.994941,0.00505902,0.000554939,0.999445,0.316491,1.0,50207600.0,-16573.2,-0.166002,0.946434,-5.70135,1523.32,-8684.99,-9176.53,-12813.8,134.69,1.60303,4.76267
normalized-sporttournament32.lin.opb,1456.0,964.0,1456.0,1.0,-179.0,-179.0,-251.30600888555537,0.4039441837181864,0.0,20781.0,5.001425,14.272664835164836,5.0,0.0,1.0357616510579053,0.4684065934065934,0.41483516483516486,0.8832417582417582,0.0,0.0,0.0,0.8192389006342494,1920.0,1456.0,0.0,0.0,1.0,0.0,0.182515,0.817485,0.5,0.530327,83679300.0,114993.0,32.0139,-8.11539,-0.253495,149281.0,-37842.0,4663.0,634.129,21.8519,37.5239,4.78686
normalized-mps-v2-20-10-blp-ir98.opb,6505.0,704.0,6505.0,1.0,1e+20,1e+20,0.0,1e+20,0.0,1563.0,5.000282,0.24027671022290545,0.0,294700.65143406065,14521297.977825845,0.004254151228214629,0.0,0.004254151228214629,0.0,0.0776150525706333,-0.5,7.41820987654321,529.0,7287.0,0.0,0.0,0.00189036,0.99811,0.000382867,0.999617,0.828484,1.0,126339000.0,338502.0,215.793,249.995,1.1585,159794.0,185121.0,740.5,462.343,5.21862,2471.66,4.84797
normalized-j9021_10.std.opb,41955.0,92785.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.014341,0.0,0.0,0.8241758241758241,12.823050507610667,0.0054762513234274035,0.0,0.0054762513234274035,0.0,0.0,0.0,0.0,184441.0,54782.0,0.00320428,0.844378,0.145911,0.00650615,0.000670536,0.999329,0.409282,1.0,105167000.0,69281.6,48.5235,-16.9514,-0.349343,179100.0,-62567.4,3691.0,3407.51,18.6809,-76.2452,4.70625
normalized-50-250-false-45-90-4-2000opt.opb,1812.0,60787.0,1812.0,1.0,-140.0,-140.0,-307.0,1.1928571428571428,0.0,4386.0,5.002395,2.4205298013245033,5.0,-0.16098765432098766,0.6723895199319,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,2.010997332982121,61821.0,2025.0,0.0,0.0189256,0.981074,0.0,0.000731993,0.999268,0.330078,0.0,50334400.0,-66717.0,2.97843,5.42386,1.82105,35709.9,65029.4,11989.5,8932.63,46.7572,3.62952,4.83833
normalized-BA_RDC4.dot_unif_20null0mast_rapportOE2.0_TMAX15_K67_cod2_pbEq1_newVersion_ladder.opb,75854.0,76072.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.019317,0.0,0.0,-2.402228179336465,39.765593375683174,0.0,0.004783453432035611,0.004783453432035611,0.0,0.0,0.0,0.0,201868.0,81322.0,4.95373e-06,0.622204,0.324167,0.0536242,0.000770845,0.999229,0.503992,0.0,98171600.0,-1643200.0,136.594,-4072.98,-29.8181,55115.9,-1643450.0,403.5,88.6609,3.52104,4390.79,4.7382
normalized-NG.dot_fibo_10null10mast_rapportOE2.0_TMAX60_K192_cod1.opb,365115.0,366610.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.070058,0.0,0.0,-1521.7825327664095,3213.7480781779195,0.0,0.7680907412186524,0.7680907412186524,0.0,0.0,0.0,0.0,400980.0,399113.0,0.0,0.0609706,0.331051,0.607978,0.1161,0.8839,0.48797,0.0,134218000.0,428613.0,81909.7,15497.3,0.1892,368594.0,69737.8,4.5,0.0,1.0,0.0,4.29114
SMTI_50000_3_0.75_3.opb,213204.0,206202.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,10.361949,0.0,0.0,0.4,0.48989794855663565,0.4,0.0,0.4,0.0,0.0,0.0,0.0,250001.0,250000.0,0.0158599,0.0515518,0.129567,0.803021,0.0733907,0.926609,0.960398,1.0,134218000.0,2593230.0,7550.26,15515.3,2.05493,864505.0,1776500.0,114.5,0.243478,1.56522,453.643,3.39806
normalized-KE_630_002.opb,43453.0,515.0,43453.0,1.0,-19540.0,-19540.0,-4807763.0,245.04723643807574,0.0,0.0,5.768747,0.0,3.0,-114.77736829591386,47.498760756225124,0.0,0.9998301688122007,0.9998301688122007,0.0,0.0,0.0,249.35533980582525,562.0,58882.0,0.0,0.0320285,0.0231317,0.94484,0.252126,0.747874,0.0,0.0,72502300.0,38607.5,1029.01,266.577,0.259062,76661.3,19860.0,74.5,10.0667,1.33333,405548.0,4.88722
normalized-BA_RDC4.dot_fibo_20null50mast_rapportOE1.0_TMAX120_K67_cod2_pbEq1_newVersion_sequential.opb,72824.0,145712.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.054182,0.0,0.0,-34.69740045744079,604.9130555675955,0.0,0.004783453432035611,0.004783453432035611,0.0,0.0,0.0,0.0,161483.0,81322.0,6.1926e-06,0.770954,0.15858,0.0704594,0.000917732,0.999082,0.504753,0.0,94952900.0,-725142.0,119.963,-1067.47,-8.89827,85233.9,-758434.0,710.5,223.511,5.05907,-6745.41,4.75855
normalized-rand936b0d.cudf.trendy.opb,4081.0,16546.0,0.0,0.0,1e+20,1e+20,-1e+20,0.0,0.0,0.0,0.10452399999999999,0.0,0.0,1049818478.5106982,2392471162.803528,0.5250563063063063,0.0,0.5250563063063063,0.0,0.0,0.0,0.0,21652.0,7104.0,0.0698319,0.752586,0.172178,0.00540366,0.0731473,0.926853,0.43131,1.0,134218000.0,1.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.031772
normalized-minisat50_6_9_8_mh.opb,240200.0,599279.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.00609,0.0,0.0,241657.44225419665,2511130.279843968,0.5189848121502798,0.00019984012789768185,0.5191846522781774,0.0,0.0,0.0,0.0,605407.0,250200.0,0.0,0.599019,0.390522,0.0104591,0.0664909,0.933509,0.337519,0.999615,99421100.0,55727.4,3197.0,4428.76,1.38528,127880.0,177150.0,40.0,17.5062,1.0,3829.27,4.37101
normalized-BA_RDC4.dot_unif_20null0mast_rapportOE2.0_TMAX180_K67_cod2_pbEq1_newVersion_binary.opb,43616.0,288563.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.056898,0.0,0.0,-4.269499430917896,52.69914117488299,0.0,0.008681291704791448,0.008681291704791448,0.0,0.0,0.0,0.0,297596.0,44809.0,3.36026e-06,0.875714,0.0860495,0.038233,0.00055883,0.999441,0.385501,0.0,74280200.0,-397030.0,105.27,-417.985,-3.97059,126535.0,-502418.0,1202.0,735.022,7.9289,-814.635,4.51996
normalized-NG.dot_luby_10null50mast_rapportOE1.0_TMAX300_K192_cod2.opb,400896.0,400786.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.34826,0.0,0.0,-2.2854106800766285,48.23296471265914,0.0,0.004003532088122605,0.004003532088122605,0.0,0.0,0.0,0.0,402763.0,400896.0,0.0,0.0607007,0.329586,0.609713,0.000685739,0.999314,0.63328,0.0,134218000.0,1506490.0,124603.0,485641.0,3.89752,373808.0,1456920.0,3.0,1.42857,1.0,35018.4,4.41246
normalized-BA_RDC4.dot_fibo_0null0mast_rapportOE1.0_TMAX15_K67_cod2_pbEq1_newVersion_ladder.opb,40728.0,40894.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.010173,0.0,0.0,-5.004894124591131,145.15800465455408,0.0,0.005976242591180739,0.005976242591180739,0.0,0.0,0.0,0.0,201868.0,81322.0,4.95373e-06,0.622204,0.324167,0.0536242,0.000962876,0.999037,0.503992,0.0,104979000.0,-2223010.0,143.739,4598.72,31.9934,69210.5,2214280.0,481.5,178.899,3.9139,5165.16,4.69755
normalized-j12018_5.std.opb,55329.0,114853.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.024105,0.0,0.0,0.6198347107438017,11.126066629782756,0.004118503061420609,0.0,0.004118503061420609,0.0,0.0,0.0,0.0,234183.0,72842.0,0.00305317,0.839211,0.152611,0.0051242,0.000464907,0.999535,0.360759,1.0,121502000.0,-31929.0,29.4801,-19.7709,-0.670652,102827.0,-68960.8,3488.0,3062.65,17.9989,-73.7997,4.68592
normalized-BA_RDC4.dot_fibo_10null0mast_rapportOE1.0_TMAX15_K67_cod2_pbEq1_newVersion_sequential.opb,72824.0,145712.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.032748,0.0,0.0,-5.235889427215268,150.4012908478292,0.0,0.005385996409335727,0.005385996409335727,0.0,0.0,0.0,0.0,161483.0,81322.0,6.1926e-06,0.770954,0.15858,0.0704594,0.00103321,0.998967,0.504753,0.0,108015000.0,27049.3,124.681,46.2568,0.371003,57415.4,21301.3,460.5,174.721,3.81996,4087.89,4.78249
normalized-maxcut_opt_complete_6-partite_block_nvert_51.opb,1275.0,83300.0,1275.0,1.0,-643.0,-643.0,-1083.0,0.6842923794712286,0.0,1730.0,5.003736,1.3568627450980393,2.0,-0.8494117647058823,0.35764705882352943,0.0,0.8494117647058823,0.8494117647058823,0.0,0.0,0.0,1.5,83300.0,1275.0,0.0,0.0,1.0,0.0,0.00431503,0.995685,0.5,0.0,32065100.0,3362.74,14.3215,-13.9555,-0.974448,47260.9,-46053.3,3300.0,2596.92,17.3243,-94.2816,4.85388
normalized-ii16c1.opb,3160.0,18167.0,3160.0,1.0,1e+20,1e+20,766.6882985619653,1e+20,0.0,14102.0,5.022473,4.4626582278481015,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.6958489732832855,18047.0,3160.0,0.0,0.93866,0.0,0.0613398,0.0575173,0.942483,0.938973,1.0,83156400.0,82883.8,0.523111,7.50015,14.3376,4876.97,69923.9,9323.0,6519.8,38.8342,-10.2966,4.58429
SMTI_50000_5_0.75_7.opb,327999.0,325806.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.140881,0.0,0.0,0.2857142857142857,0.4517539514526256,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,350001.0,350000.0,0.00299428,0.0121914,0.0285942,0.95622,0.0358159,0.964184,0.981427,1.0,134218000.0,1969670.0,7747.4,9530.36,1.23014,898698.0,1105520.0,116.0,1.5279,1.57082,224.037,3.25592
SMTI_50000_3_0.95_5.opb,237470.0,236201.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,8.730614,0.0,0.0,0.4,0.48989794855663565,0.4,0.0,0.4,0.0,0.0,0.0,0.0,250001.0,250000.0,0.010472,0.0325359,0.0867637,0.870229,0.0681239,0.931876,0.963448,1.0,134218000.0,2539160.0,6924.73,13424.4,1.93862,882903.0,1711610.0,127.5,66.9062,1.60938,4.56638,3.37073
normalized-mps-v2-20-10-n3709.opb,95964.0,12443.0,95964.0,1.0,1e+20,1e+20,0.0,1e+20,0.0,0.0,5.039655,0.0,0.0,191034666.24260646,612058136.8099543,1.0,0.0,1.0,9.999999999999997e+98,2.4283361152821613e+83,1e+99,23560.494494896728,5150.0,155000.0,0.0,0.0,0.0,1.0,0.254098,0.745902,0.67033,1.0,129957000.0,532959.0,1752.01,5309.98,3.03078,164689.0,499138.0,94.0,9.40212,1.4709,23883.9,4.08586
normalized-BA_RDC4.dot_unif_10null50mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion.opb,33800.0,33869.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.233771,0.0,0.0,-8.367467083567433,86.72073172775394,0.0,0.010699367320516892,0.010699367320516892,0.0,0.0,0.0,0.0,40882.0,40937.0,2.44606e-05,0.0952742,0.626388,0.278313,0.00239714,0.997603,0.729932,0.0,68747000.0,-755036.0,48.6785,-653.139,-13.4174,59801.5,-802382.0,1228.5,483.0,8.03092,-1382.84,4.81973
normalized-BA_RDC4.dot_fibo_20null10mast_rapportOE2.0_TMAX60_K67_cod3.opb,30407.0,30864.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.029319,0.0,0.0,-1419.6599836839632,3145.6549889287317,0.0,0.6346938270994537,0.6346938270994537,0.0,0.0,0.0,0.0,40950.0,40451.0,2.442e-05,0.0951404,0.625348,0.279487,0.103709,0.896291,0.455087,0.0,113826000.0,331395.0,190.271,1867.29,9.81385,34343.9,337046.0,180.5,42.7652,1.8895,58825.9,4.89165
normalized-vertexcover_opt_grid_oddrowoddcolsquare_dim_071.opb,5041.0,10082.0,5041.0,1.0,2589.0,2589.0,2526.5,0.024737779536908765,0.0,6917.0,5.003399,1.3721483832572903,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.995052933610369,10082.0,5041.0,0.0,1.0,0.0,0.0,0.2,0.8,1.0,1.0,128494000.0,159409.0,42.1375,119.516,2.83633,42959.2,121846.0,1019.5,69.8176,6.4049,827.137,4.84546
normalized-fir06_trarea_ac.opb,2353.0,51.0,0.0,0.0,33456.0,33456.0,33456.0,0.0,0.0,302.0,0.314098,0.12834679133021676,6.0,838.0389908256881,852.2683515038725,0.49839449541284403,0.0,0.49839449541284403,0.0,0.0,0.0,0.0,8610.0,4360.0,0.000348432,0.745528,0.15842,0.0957027,0.09078,0.90922,0.485251,1.0,116164000.0,407521.0,47.7114,167.383,3.50825,90603.9,317861.0,1899.0,518.472,10.7807,352.058,4.84174
normalized-BA_RDC4.dot_unif_10null50mast_rapportOE2.0_TMAX15_K67_cod2_pbEq1_newVersion_product.opb,52558.0,135477.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.052172,0.0,0.0,-5.881220657276995,72.84170263772738,0.0,0.007616066770996349,0.007616066770996349,0.0,0.0,0.0,0.0,149401.0,57510.0,6.6934e-06,0.752431,0.171404,0.0761575,0.00109567,0.998904,0.589766,0.0,104099000.0,1271080.0,105.712,2247.47,21.2603,59304.5,1260830.0,561.0,112.368,4.22529,9408.57,4.79634
normalized-BA_RDC4.dot_unif_20null10mast_rapportOE1.0_TMAX180_K67_cod2_pbEq1_newVersion_product.opb,52559.0,135477.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.061546,0.0,0.0,-3.7748391584072336,52.94835286866975,0.0,0.0067640410363415055,0.0067640410363415055,0.0,0.0,0.0,0.0,149401.0,57510.0,6.6934e-06,0.752431,0.171404,0.0761575,0.000973213,0.999027,0.589766,0.0,66677600.0,100496.0,109.08,-16.6562,-0.152697,135750.0,-20728.6,1244.5,611.441,8.13052,-407.99,4.69418
normalized-fir07_trarea_ac.opb,1183.0,939.0,0.0,0.0,50162.0,50162.0,50162.0,0.0,0.0,362.0,0.266579,0.3060016906170752,7.0,766.4012291483758,821.1904438515563,0.4723441615452151,0.0,0.4723441615452151,0.0,0.0,0.0,0.0,4879.0,2278.0,0.00040992,0.751793,0.0569789,0.190818,0.0794213,0.920579,0.463438,1.0,91820200.0,161482.0,22.8488,16.2475,0.711089,92971.8,66111.2,4069.0,1526.32,19.7835,-91.1145,4.81369
normalized-NG.dot_unif_0null50mast_rapportOE2.0_TMAX180_K192_cod2.opb,400896.0,400786.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.237299,0.0,0.0,-3.3310908564814814,54.30103549925421,0.0,0.00444753751596424,0.00444753751596424,0.0,0.0,0.0,0.0,402763.0,400896.0,0.0,0.0607007,0.329586,0.609713,0.000761731,0.999238,0.63328,0.0,134218000.0,1746810.0,59522.5,259642.0,4.36207,386896.0,1687670.0,6.5,2.42857,1.0,22767.8,4.39725
normalized-clique-coloring-max-clique-n=5-t=3.opb,55.0,269.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,347.0,0.172756,6.3090909090909095,14.0,0.09090909090909091,0.2874797872880344,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,245.0,55.0,0.0,0.0,0.959184,0.0408163,0.00653595,0.993464,0.322368,1.0,49806700.0,21580.5,1.51999,14.6092,9.61143,1918.22,18436.9,1262.0,1138.3,8.2004,14.6058,0.053429
normalized-simp-nonunif-100_100.11.opb,11527.0,120376.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.947278,0.0,0.0,0.00784313725490196,0.08821350493491757,0.00784313725490196,0.0,0.00784313725490196,0.0,0.0,0.0,0.0,1210400.0,21675.0,8.26173e-07,0.00295026,0.996911,0.000137971,4.66799e-05,0.999953,0.664706,1.0,56303100.0,82308.1,12.464,-0.63267,-0.0507598,91953.2,-4667.52,7377.5,7193.56,32.7641,6.70144,4.75352
normalized-mps-v2-20-10-ran14x18.opb,3840.0,943.0,3840.0,1.0,35409064.0,35409064.0,3192858.8976663635,10.09008106367626,0.0,14891.0,5.03256,3.8778645833333334,2.0,185697382.33192524,652254203.2360265,1.0,0.0,1.0,0.0,0.00017263349150062197,-0.00048828125,324.3085917641078,284.0,7812.0,0.0,0.0,0.0,1.0,0.254098,0.745902,0.67033,1.0,40681400.0,152029.0,12.9165,76.6954,5.9378,22707.1,134830.0,1758.0,832.184,10.0392,170.818,4.93623
normalized-j909_1.std.opb,43407.0,89950.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.01108,0.0,0.0,0.8241758241758241,12.823050507610667,0.0054762513234274035,0.0,0.0054762513234274035,0.0,0.0,0.0,0.0,176175.0,54782.0,0.00303675,0.8374,0.152752,0.00681141,0.000655128,0.999345,0.381869,1.0,116342000.0,-166465.0,49.4866,-84.0326,-1.69809,168848.0,-286719.0,3412.0,2998.38,17.7471,-104.073,4.6725
normalized-BA_RDC4.dot_fibo_50null0mast_rapportOE1.0_TMAX60_K67_cod2_pbEq1_newVersion_ladder.opb,67392.0,67732.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.012312,0.0,0.0,-2.580568603821844,98.95596473593646,0.0,0.0029881212955903693,0.0029881212955903693,0.0,0.0,0.0,0.0,201868.0,81322.0,4.95373e-06,0.622204,0.324167,0.0536242,0.00048167,0.999518,0.503992,0.0,94817300.0,885612.0,79.1988,1406.92,17.7645,49736.8,883548.0,628.0,301.946,4.57518,3434.2,4.75472
normalized-BA_RDC4.dot_unif_50null0mast_rapportOE1.0_TMAX300_K67_cod2_pbEq1_newVersion.opb,22008.0,22077.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.019477,0.0,0.0,-2.9409580575029923,44.24091903717588,0.0,0.005935950362752522,0.005935950362752522,0.0,0.0,0.0,0.0,40882.0,40937.0,2.44606e-05,0.0952742,0.626388,0.278313,0.00133134,0.998669,0.729932,0.0,85494100.0,360094.0,120.112,107.138,0.891987,203590.0,181599.0,1695.0,780.496,9.84311,-275.621,4.76588
normalized-BA_RDC4.dot_luby_20null10mast_rapportOE2.0_TMAX180_K67_cod2_pbEq1_newVersion_ladder.opb,54674.0,54873.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.346993,0.0,0.0,-0.16585917709844814,6.247274698033771,0.0,0.004783453432035611,0.004783453432035611,0.0,0.0,0.0,0.0,201868.0,81322.0,4.95373e-06,0.622204,0.324167,0.0536242,0.000770845,0.999229,0.503992,0.0,90440600.0,-3043460.0,412.34,-11112.0,-26.9487,114837.0,-3094700.0,278.5,40.2616,2.67025,40344.3,4.69667
normalized-domset_v500_e2000_w30_mw19_20.opb.PB06.opb,473.0,543.0,473.0,1.0,209.0,209.0,160.79266483421398,0.2998105368518546,0.0,15933.0,5.000334,33.684989429175474,62.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.04770813844715,472.0,473.0,0.0,0.0,0.00211864,0.997881,0.099789,0.900211,1.0,1.0,73102200.0,143503.0,13.2333,8.42122,0.636366,84084.4,53508.5,6354.0,1583.96,28.5783,101.643,4.84306
normalized-single-obj-f37-AC_TotalLoss.seq-B-3-1-irEDCBA.opb,2055.0,4364.0,0.0,0.0,6872712975.0,6872712975.0,6872712975.0,0.0,0.0,7430.0,2.878181,3.6155717761557176,3.0,2946519.788324148,15626805.055930762,0.03510920596040008,0.026536027760767505,0.061645233721167585,6.454545454545455e+98,4.7837534970628614e+98,0.0,0.0,16834.0,4899.0,0.00980159,0.667934,0.179339,0.142925,0.00717783,0.992822,0.45339,0.569536,64906200.0,241400.0,2.71776,262.218,96.4831,2482.68,239536.0,913.5,618.16,6.28993,67.0291,0.194735
normalized-BA_RDC4.dot_unif_50null10mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion_sequential.opb,71581.0,145712.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.090214,0.0,0.0,-1.863726912766533,38.340050117017604,0.0,0.0029881212955903693,0.0029881212955903693,0.0,0.0,0.0,0.0,161483.0,81322.0,6.1926e-06,0.770954,0.15858,0.0704594,0.000573485,0.999427,0.504753,0.0,95959900.0,1062020.0,85.09,1670.65,19.6339,54287.4,1065880.0,638.0,129.897,4.6296,8572.43,4.78305
normalized-BA_RDC4.dot_unif_0null10mast_rapportOE1.0_TMAX120_K67_cod2_pbEq1_newVersion_sequential.opb,71568.0,143199.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.115734,0.0,0.0,-3.239787511374536,48.05291009868359,0.0,0.005976242591180739,0.005976242591180739,0.0,0.0,0.0,0.0,161483.0,81322.0,6.1926e-06,0.770954,0.15858,0.0704594,0.00114631,0.998854,0.504753,0.0,92748900.0,-1123190.0,100.295,-2192.59,-21.8614,51401.2,-1123700.0,512.5,200.84,4.05068,4435.87,4.78281
normalized-frb50-23-5.opb,1150.0,80035.0,1150.0,1.0,-35.0,-35.0,-539.0,14.4,0.0,1731.0,5.005556,1.5052173913043478,7.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.001373918039544,80035.0,1150.0,0.0,1.0,0.0,0.0,0.00713311,0.992867,0.0,0.0,60101300.0,-114025.0,2.25199,15.6776,6.96166,18179.2,126557.0,8072.5,4577.1,35.1791,-12.6731,4.53364
normalized-NG.dot_fibo_20null10mast_rapportOE1.0_TMAX15_K192_cod2.opb,400896.0,400786.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.251733,0.0,0.0,-7.594977250957855,254.47172387444476,0.0,0.0035595266602809704,0.0035595266602809704,0.0,0.0,0.0,0.0,402763.0,400896.0,0.0,0.0607007,0.329586,0.609713,0.000609734,0.99939,0.63328,0.0,134218000.0,966995.0,369051.0,865562.0,2.34537,369051.0,865562.0,1.0,0.0,1.0,0.0,4.39755
normalized-NG.dot_luby_50null50mast_rapportOE1.0_TMAX180_K192_cod1.opb,228922.0,229708.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,6.834949,0.0,0.0,-436.63206911325864,506.4219440602212,0.0,0.4268765988579675,0.4268765988579675,0.0,0.0,0.0,0.0,400980.0,399113.0,0.0,0.0609706,0.331051,0.607978,0.068033,0.931967,0.48797,0.0,134218000.0,517617.0,12713.3,5709.19,0.449072,368686.0,165566.0,29.0,0.0,1.0,0.0,4.46858
normalized-j12039_8.std.opb,55776.0,122560.0,0.0,0.0,1e+20,1e+20,-1e+20,1e+20,0.0,0.0,5.028154,0.0,0.0,0.6198347107438017,11.126066629782756,0.004118503061420609,0.0,0.004118503061420609,0.0,0.0,0.0,0.0,245443.0,72842.0,0.0032146,0.846038,0.145859,0.00488912,0.000449238,0.999551,0.365408,1.0,123966000.0,-350637.0,58.6964,-191.356,-3.26009,125229.0,-408257.0,2133.5,1684.37,11.8643,135.363,4.52088
normalized-mps-v2-20-10-n370b.opb,94324.0,11861.0,94324.0,1.0,1e+20,1e+20,0.0,1e+20,0.0,0.0,5.030429,0.0,0.0,191577323.30243227,613747441.4431231,1.0,0.0,1.0,9.999999999999997e+98,2.4283361152821613e+83,1e+99,27822.414551892758,5150.0,155000.0,0.0,0.0,0.0,1.0,0.254098,0.745902,0.67033,1.0,114695000.0,2475220.0,2652.62,21152.0,7.97401,290461.0,2316140.0,109.5,12.0864,1.54545,26327.4,4.5389
normalized-vertexcover_opt_grid_evenrowoddcolsquare_dim_140.opb,19740.0,39480.0,19740.0,1.0,9940.0,9940.0,0.0,1e+20,0.0,1577.0,5.001339,0.07988855116514691,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,39480.0,19740.0,0.0,1.0,0.0,0.0,0.2,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88243
normalized-matrix_5x3_2.opb,7901.0,8123.0,7901.0,1.0,27.0,27.0,10.5,1.5714285714285714,0.0,1440.0,5.005464,0.18225541070750537,3.0,0.08875407257611505,0.2843884441697109,0.08875407257611505,0.0,0.08875407257611505,5.154639175257732e+96,7.161053602809177e+97,0.0,-0.5245295477055134,32298.0,8901.0,0.000154808,0.749056,0.228002,0.0227878,0.00955745,0.990443,0.506022,1.0,69078800.0,-640457.0,13.623,-523.905,-38.4573,16933.4,-651213.0,1243.0,886.484,8.06433,138.545,4.91664
normalized-ws97-5.opb,899.0,397.0,0.0,0.0,2642.0,2642.0,2642.0,0.0,0.0,566.0,0.048061,0.6295884315906563,4.0,36.41124586549063,48.975542411050846,0.3671444321940463,0.45755237045203967,0.824696802646086,1.0000000000000001e+99,1.2141680576410807e+83,1e+99,0.0,403.0,907.0,0.00248139,0.312655,0.334988,0.349876,0.200751,0.799249,0.609805,0.445187,98397200.0,128594.0,-21.1735,-13.3959,0.632674,-133393.0,-84394.4,6300.0,735.821,28.3108,-188.167,4.72227
